|index|Symbol|Security Name
1436|927|CPRI|Capri Holdings Limited Ordinary Shares
1437|753|CPRT|Copart, Inc. - Common Stock
1438|754|CPRX|Catalyst Pharmaceuticals, Inc. - Common Stock
1439|928|CPS|Cooper-Standard Holdings Inc. Common Stock
1440|755|CPSH|CPS Technologies Corp. - Common Stock
1441|756|CPSI|Computer Programs and Systems, Inc. - Common Stock
1442|757|CPSS|Consumer Portfolio Services, Inc. - Common Stock
1443|758|CPST|Capstone Turbine Corporation - Common Stock
1444|929|CPT|Camden Property Trust Common Stock
1445|759|CPTA|Capitala Finance Corp. - Common Stock
1446|760|CPTAG|Capitala Finance Corp. - 5.75% Convertible Notes Due 2022
1447|761|CPTAL|Capitala Finance Corp. - 6% Notes Due 2022
1448|762|CPZ|Calamos Long/Short Equity & Dynamic Income Trust - Common Stock
1449|932|CR|Crane Co. Common Stock
1450|763|CRAI|CRA International,Inc. - Common Stock
1451|764|CRBP|Corbus Pharmaceuticals Holdings, Inc. - Common Stock
1452|935|CRC|California Resources Corporation Common Stock
1453|936|CRD.A|Crawford & Company Common Stock
1454|937|CRD.B|Crawford & Company Common Stock
1455|765|CREE|Cree, Inc. - Common Stock
1456|766|CREG|China Recycling Energy Corporation - Common Stock
1457|767|CRESY|Cresud S.A.C.I.F. y A. - American Depositary Shares, each representing ten shares of Common Stock
1458|768|CREX|Creative Realities, Inc. - Common Stock
1459|769|CREXW|Creative Realities, Inc. - Warrant
1460|939|CRH|CRH PLC American Depositary Shares
1461|941|CRI|Carter's, Inc. Common Stock
1462|770|CRIS|Curis, Inc. - Common Stock
1463|942|CRK|Comstock Resources, Inc. Common Stock
1464|943|CRL|Charles River Laboratories International, Inc. Common Stock
1465|944|CRM|Salesforce.com Inc Common Stock
1466|771|CRMT|America's Car-Mart, Inc. - Common Stock
1467|772|CRNC|Cerence Inc. - Common Stock
1468|773|CRNT|Ceragon Networks Ltd. - Ordinary Shares
1469|774|CRNX|Crinetics Pharmaceuticals, Inc. - Common Stock
1470|775|CRON|Cronos Group Inc. - Common Share
1471|776|CROX|Crocs, Inc. - Common Stock
1472|948|CRS|Carpenter Technology Corporation Common Stock
1473|777|CRSA|Crescent Acquisition Corp - Class A Common Stock
1474|778|CRSAU|Crescent Acquisition Corp - Unit
1475|779|CRSAW|Crescent Acquisition Corp - Warrant
1476|780|CRSP|CRISPR Therapeutics AG - Common Shares
1477|949|CRT|Cross Timbers Royalty Trust Common Stock
1478|781|CRTO|Criteo S.A. - American Depositary Shares
1479|782|CRTX|Cortexyme, Inc. - Common Stock
1480|783|CRUS|Cirrus Logic, Inc. - Common Stock
1481|784|CRVL|CorVel Corp. - Common Stock
1482|785|CRVS|Corvus Pharmaceuticals, Inc. - Common Stock
1483|786|CRWD|CrowdStrike Holdings, Inc. - Class A Common Stock
1484|787|CRWS|Crown Crafts, Inc. - Common Stock
1485|950|CRY|CryoLife, Inc. Common Stock
1486|951|CS|Credit Suisse Group American Depositary Shares
1487|788|CSA|VictoryShares US Small Cap Volatility Wtd ETF
1488|789|CSB|VictoryShares US Small Cap High Div Volatility Wtd ETF
1489|790|CSBR|Champions Oncology, Inc. - Common Stock
1490|791|CSCO|Cisco Systems, Inc. - Common Stock
1491|792|CSF|VictoryShares US Discovery Enhanced Volatility Wtd ETF
1492|793|CSFL|CenterState Bank Corporation - Common Stock
1493|794|CSGP|CoStar Group, Inc. - Common Stock
1494|795|CSGS|CSG Systems International, Inc. - Common Stock
1495|796|CSII|Cardiovascular Systems, Inc. - Common Stock
1496|797|CSIQ|Canadian Solar Inc. - common shares
1497|953|CSL|Carlisle Companies Incorporated Common Stock
1498|954|CSLT|Castlight Health, Inc. Class B Common Stock
1499|798|CSML|IQ Chaikin U.S. Small Cap ETF
1500|799|CSOD|Cornerstone OnDemand, Inc. - Common Stock
1501|800|CSPI|CSP Inc. - Common Stock
1502|956|CSPR|Casper Sleep Inc. Common Stock
1503|801|CSQ|Calamos Strategic Total Return Fund - Common Stock
1504|802|CSSE|Chicken Soup for the Soul Entertainment, Inc. - Class A Common Stock
1505|803|CSSEP|Chicken Soup for the Soul Entertainment, Inc. - 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock
1506|804|CSTE|Caesarstone Ltd. - Ordinary Shares
1507|805|CSTL|Castle Biosciences, Inc. - Common stock
1508|957|CSTM|Constellium SE Ordinary Shares (France)
1509|806|CSTR|CapStar Financial Holdings, Inc. - Common Stock
1510|958|CSU|Capital Senior Living Corporation Common Stock
1511|959|CSV|Carriage Services, Inc. Common Stock
1512|807|CSWC|Capital Southwest Corporation - Common Stock
1513|808|CSWCL|Capital Southwest Corporation - 5.95% Notes due 2022
1514|809|CSWI|CSW Industrials, Inc. - Common Stock
1515|810|CSX|CSX Corporation - Common Stock
1516|960|CTA-A|E.I. du Pont de Nemours and Company Preferred Stock
1517|961|CTA-B|E.I. du Pont de Nemours and Company Preferred Stock
1518|962|CTAA|Qwest Corporation 7% Notes due 2056
1519|811|CTAS|Cintas Corporation - Common Stock
1520|963|CTB|Cooper Tire & Rubber Company Common Stock
1521|964|CTBB|Qwest Corporation 6.5% Notes due 2056
1522|812|CTBI|Community Trust Bancorp, Inc. - Common Stock
1523|965|CTDD|Qwest Corporation 6.75% Notes due 2057
1524|813|CTG|Computer Task Group, Incorporated - Common Stock
1525|814|CTHR|Charles & Colvard Ltd. - Common Stock
1526|815|CTIB|CTI Industries Corporation - Common Stock
1527|816|CTIC|CTI BioPharma Corp. - Common Stock
1528|974|CTK|CooTek (Cayman) Inc. American Depositary Shares, each representing 50 Class A Ordinary Shares
1529|975|CTL|CenturyLink, Inc. Common Stock
1530|976|CTLT|Catalent, Inc. Common Stock
1531|817|CTMX|CytomX Therapeutics, Inc. - Common Stock
1532|978|CTR|ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock
1533|979|CTRA|Contura Energy, Inc. Common Stock
1534|818|CTRC|Centric Brands Inc. - Common Stock
1535|819|CTRE|CareTrust REIT, Inc. - Common Stock
1536|820|CTRM|Castor Maritime Inc. - Common Shares
1537|821|CTRN|Citi Trends, Inc. - Common Stock
1538|980|CTS|CTS Corporation Common Stock
1539|822|CTSH|Cognizant Technology Solutions Corporation - Class A Common Stock
1540|823|CTSO|Cytosorbents Corporation - Common Stock
1541|981|CTST|CannTrust Holdings Inc. Common Shares
1542|982|CTT|CatchMark Timber Trust, Inc. Class A Common Stock
1543|983|CTV|Qwest Corporation 6.875% Notes due 2054
1544|984|CTVA|Corteva, Inc. Common Stock 
1545|824|CTXR|Citius Pharmaceuticals, Inc. - Common Stock
1546|825|CTXRW|Citius Pharmaceuticals, Inc. - Warrant
1547|826|CTXS|Citrix Systems, Inc. - Common Stock
1548|985|CTY|Qwest Corporation 6.125% Notes due 2053
1549|986|CTZ|Qwest Corporation 6.625% Notes due 2055
1550|987|CUB|Cubic Corporation Common Stock
1551|827|CUBA|The Herzfeld Caribbean Basin Fund, Inc. - Closed End FUnd
1552|988|CUBB|Customers Bancorp, Inc 5.375% Subordinated Notes Due 2034
1553|989|CUBE|CubeSmart Common Shares
1554|990|CUBI|Customers Bancorp, Inc Common Stock
1555|991|CUBI-C|Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series C
1556|992|CUBI-D|Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D
1557|993|CUBI-E|Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series E
1558|994|CUBI-F|Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F
1559|828|CUE|Cue Biopharma, Inc. - Common Stock
1560|829|CUI|CUI Global, Inc. - Common Stock
1561|995|CUK|Carnival Plc ADS ADS
1562|996|CULP|Culp, Inc. Common Stock
1563|999|CURO|CURO Group Holdings Corp. Common Stock
1564|830|CUTR|Cutera, Inc. - Common Stock
1565|1001|CUZ|Cousins Properties Incorporated Common Stock
1566|1002|CVA|Covanta Holding Corporation Common Stock
1567|831|CVBF|CVB Financial Corporation - Common Stock
1568|832|CVCO|Cavco Industries, Inc. - Common Stock
1569|833|CVCY|Central Valley Community Bancorp - Common Stock
1570|1003|CVE|Cenovus Energy Inc Common Stock
1571|1004|CVEO|Civeo Corporation (Canada) Common Shares
1572|834|CVET|Covetrus, Inc. - Common Stock
1573|835|CVGI|Commercial Vehicle Group, Inc. - Common Stock
1574|836|CVGW|Calavo Growers, Inc. - Common Stock
1575|1005|CVI|CVR Energy Inc. Common Stock
1576|1006|CVIA|Covia Holdings Corporation Common Stock
1577|837|CVLT|Commvault Systems, Inc. - Common Stock
1578|838|CVLY|Codorus Valley Bancorp, Inc - Common Stock
1579|1008|CVNA|Carvana Co. Class A Common Stock
1580|1010|CVS|CVS Health Corporation Common Stock
1581|839|CVTI|Covenant Transportation Group, Inc. - Class A Common Stock
1582|840|CVV|CVD Equipment Corporation - Common Stock
1583|1012|CVX|Chevron Corporation Common Stock
1584|1014|CW|Curtiss-Wright Corporation Common Stock
1585|841|CWBC|Community West Bancshares - Common Stock
1586|842|CWBR|CohBar, Inc. - Common Stock
1587|843|CWCO|Consolidated Water Co. Ltd. - Ordinary Shares
1588|1017|CWEN|Clearway Energy, Inc. Class C Common Stock
1589|1018|CWEN.A|Clearway Energy, Inc. Class A Common Stock
1590|1019|CWH|Camping World Holdings, Inc. Class A Commom Stock
1591|1021|CWK|Cushman & Wakefield plc Ordinary Shares
1592|844|CWST|Casella Waste Systems, Inc. - Class A Common Stock
1593|1023|CWT|California Water Service Group Common Stock
1594|1024|CX|Cemex, S.A.B. de C.V. Sponsored ADR
1595|845|CXDC|China XD Plastics Company Limited - Common Stock
1596|1025|CXE|MFS High Income Municipal Trust Common Stock
1597|1026|CXH|MFS Investment Grade Municipal Trust Common Stock
1598|1027|CXO|Concho Resources Inc. Common Stock
1599|1028|CXP|Columbia Property Trust, Inc. Common Stock
1600|846|CXSE|WisdomTree China ex-State-Owned Enterprises Fund
1601|1029|CXW|CoreCivic, Inc. Common Stock
1602|847|CY|Cypress Semiconductor Corporation - Common Stock
1603|848|CYAD|Celyad SA - American Depositary Shares
1604|849|CYAN|Cyanotech Corporation - Common Stock
1605|850|CYBE|CyberOptics Corporation - Common Stock
1606|851|CYBR|CyberArk Software Ltd. - Ordinary Shares
1607|852|CYCC|Cyclacel Pharmaceuticals, Inc. - Common Stock
1608|853|CYCCP|Cyclacel Pharmaceuticals, Inc. - 6% Convertible Preferred Stock
1609|854|CYCN|Cyclerion Therapeutics, Inc. - Common Stock 
1610|1031|CYD|China Yuchai International Limited Common Stock
1611|1032|CYH|Community Health Systems, Inc. Common Stock
1612|855|CYOU|Changyou.com Limited - American Depositary Shares, each representing two Class A ordinary shares
1613|856|CYRN|CYREN Ltd. - Ordinary Shares
1614|857|CYRX|CryoPort, Inc. - Common Stock
1615|858|CYRXW|CryoPort, Inc. - Warrants
1616|859|CYTK|Cytokinetics, Incorporated - Common Stock
1617|860|CZNC|Citizens & Northern Corp - Common Stock
1618|861|CZR|Caesars Entertainment Corporation - Common Stock
1619|862|CZWI|Citizens Community Bancorp, Inc. - Common Stock
1620|1034|CZZ|Cosan Limited Class A Common Stock
1621|1035|D|Dominion Energy, Inc. Common Stock
1622|1036|DAC|Danaos Corporation Common Stock
1623|863|DAIO|Data I/O Corporation - Common Stock
1624|864|DAKT|Daktronics, Inc. - Common Stock
1625|1037|DAL|Delta Air Lines, Inc. Common Stock
1626|865|DALI|First Trust DorseyWright DALI 1 ETF
1627|1039|DAN|Dana Incorporated Common Stock 
1628|1040|DAO|Youdao, Inc. American Depositary Shares, each representing one Class A Ordinary Share
1629|1041|DAR|Darling Ingredients Inc. Common Stock
1630|866|DARE|Dare Bioscience, Inc. - Common Stock
1631|1044|DAVA|Endava plc American Depositary Shares (each representing one Class A Ordinary Share)
1632|867|DAX|Global X DAX Germany ETF
1633|1045|DB|Deutsche Bank AG Common Stock
1634|1050|DBD|Diebold Nixdorf Incorporated Common Stock
1635|1058|DBI|Designer Brands Inc. Class A Common Stock
1636|1060|DBL|DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest
1637|868|DBVT|DBV Technologies S.A. - American Depositary Shares
1638|869|DBX|Dropbox, Inc. - Class A Common Stock
1639|870|DCAR|DropCar, Inc. - Common Stock
1640|1067|DCF|BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund, Inc. Common Stock
1641|1069|DCI|Donaldson Company, Inc. Common Stock
1642|871|DCIX|Performance Shipping Inc. - Common Shares
1643|1070|DCO|Ducommun Incorporated Common Stock
1644|872|DCOM|Dime Community Bancshares, Inc. - Common Stock
1645|873|DCOMP|Dime Community Bancshares, Inc. - 5.50% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A
1646|1071|DCP|DCP Midstream,  LP Common Units 
1647|1072|DCP-B|DCP Midstream LP 7.875% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units
1648|1073|DCP-C|DCP Midstream LP 7.95% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units
1649|874|DCPH|Deciphera Pharmaceuticals, Inc. - Common Stock
1650|1074|DCUE|Dominion Energy, Inc. 2019 Series A Corporate Units
1651|1075|DD|DuPont de Nemours, Inc. Common Stock
1652|1076|DDD|3D Systems Corporation Common Stock
1653|1077|DDF|Delaware Investments Dividend & Income Fund, Inc. Common Stock
1654|875|DDIV|First Trust Dorsey Wright Momentum & Dividend ETF
1655|876|DDMX|DD3 Acquisition Corp.  - Shares
1656|877|DDMXU|DD3 Acquisition Corp.  - Units
1657|878|DDMXW|DD3 Acquisition Corp.  - Warrants
1658|879|DDOG|Datadog, Inc. - Class A Common Stock
1659|1081|DDS|Dillard's, Inc. Common Stock
1660|1082|DDT|Dillard's Capital Trust I
1661|1084|DE|Deere & Company Common Stock
1662|1085|DEA|Easterly Government Properties, Inc. Common Stock
1663|880|DEAC|Diamond Eagle Acquisition Corp. - Class A Common Stock
1664|881|DEACU|Diamond Eagle Acquisition Corp. - Unit
1665|882|DEACW|Diamond Eagle Acquisition Corp. - Warrant
1666|1086|DECK|Deckers Outdoor Corporation Common Stock
1667|1090|DEI|Douglas Emmett, Inc. Common Stock
1668|1091|DELL|Dell Technologies Inc. Class C Common Stock 
1669|883|DENN|Denny's Corporation - Common Stock
1670|1093|DEO|Diageo plc Common Stock
1671|1095|DESP|Despegar.com, Corp. Ordinary Shares
1672|1099|DEX|Delaware Enhanced Global Dividend Common Shares of Beneficial Interest
1673|884|DFFN|Diffusion Pharmaceuticals Inc. - Common Stock
1674|1103|DFIN|Donnelley Financial Solutions, Inc. Common Stock 
1675|885|DFNL|Davis Select Financial ETF
1676|1106|DFNS=|LGL Systems Acquisition Corp. Units
1677|1107|DFP|Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock
1678|886|DFPHU|DFP Healthcare Acquisitions Corp. - Unit
1679|1108|DFS|Discover Financial Services Common Stock
1680|1111|DG|Dollar General Corporation Common Stock
1681|887|DGICA|Donegal Group, Inc. - Class A Common Stock
1682|888|DGICB|Donegal Group, Inc. - Class B Common Stock
1683|889|DGII|Digi International Inc. - Common Stock
1684|890|DGLD|Credit Suisse AG - VelocityShares 3x Inverse Gold ETN
1685|891|DGLY|Digital Ally, Inc. - Common Stock
1686|892|DGRE|WisdomTree Emerging Markets Quality Dividend Growth Fund
1687|893|DGRS|WisdomTree U.S. SmallCap Quality Dividend Growth Fund
1688|894|DGRW|WisdomTree U.S. Quality Dividend Growth Fund
1689|1119|DGX|Quest Diagnostics Incorporated Common Stock
1690|895|DHC|Diversified Healthcare Trust  - Common Shares of Beneficial Interest
1691|896|DHCNI|Diversified Healthcare Trust  - 5.625% Senior Notes due 2042
1692|897|DHCNL|Diversified Healthcare Trust  - 6.25% Senior Notes Due 2046
1693|1122|DHF|BNY Mellon High Yield Strategies Fund Common Stock
1694|1123|DHI|D.R. Horton, Inc. Common Stock
1695|898|DHIL|Diamond Hill Investment Group, Inc. - Class A Common Stock
1696|1124|DHR|Danaher Corporation Common Stock
1697|1125|DHR-A|Danaher Corporation 4.75% Mandatory Convertible Preferred Stock, Series A
1698|1127|DHT|DHT Holdings, Inc.
1699|1128|DHX|DHI Group, Inc. Common Stock
1700|1132|DIAX|Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest
1701|1136|DIN|Dine Brands Global, Inc. Common Stock
1702|899|DINT|Davis Select International ETF
1703|900|DIOD|Diodes Incorporated - Common Stock
1704|1137|DIS|Walt Disney Company (The) Common Stock
1705|901|DISCA|Discovery, Inc. - Series A Common Stock
1706|902|DISCB|Discovery, Inc. - Series B Common Stock
1707|903|DISCK|Discovery, Inc. - Series C Common Stock
1708|904|DISH|DISH Network Corporation - Class A Common Stock
1709|905|DJCO|Daily Journal Corp. (S.C.) - Common Stock
1710|1150|DK|Delek US Holdings, Inc. Common Stock
1711|1151|DKL|Delek Logistics Partners, L.P. Common Units representing Limited Partner Interests
1712|1152|DKS|Dick's Sporting Goods Inc Common Stock
1713|1153|DL|China Distance Education Holdings Limited American Depositary Shares
1714|1155|DLB|Dolby Laboratories Common Stock
1715|906|DLHC|DLH Holdings Corp. - Common Stock
1716|1158|DLNG|Dynagas LNG Partners LP Common Units
1717|1159|DLNG-A|Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred Units
1718|1160|DLNG-B|Dynagas LNG Partners LP 8.75% Series B Fixed to Floating Rate Cumulative Redeemable Perpetual Preferred Units, liquidation preference $25.00 per Uni
1719|1161|DLPH|Delphi Technologies PLC Ordinary Shares 
1720|907|DLPN|Dolphin Entertainment, Inc. - Common Stock
1721|908|DLPNW|Dolphin Entertainment, Inc. - Warrant
1722|1162|DLR|Digital Realty Trust, Inc. Common Stock
1723|1163|DLR-C|Digital Realty Trust, Inc. 6.625% Series C Cumulative Redeemable Perpetual Preferred Stock
1724|1164|DLR-G|Digital Realty Trust, Inc. Preferred Series G
1725|1165|DLR-I|Digital Realty Trust, Inc. 6.350% Series I Cumulative Redeemable Preferred Stock, par value $0.01 per share
1726|1166|DLR-J|Digital Realty Trust, Inc. 5.250% Series J Cumulative Redeemable Preferred Stock
1727|1167|DLR-K|Digital Realty Trust, Inc. 5.850% Series K Cumulative Redeemable Preferred Stock, par value $0.01 per share
1728|1168|DLR-L|Digital Realty Trust, Inc. 5.200% Series L Cumulative Redeemable Preferred Stock
1729|909|DLTH|Duluth Holdings Inc. - Class B Common Stock
1730|910|DLTR|Dollar Tree, Inc. - Common Stock
1731|1170|DLX|Deluxe Corporation Common Stock
1732|1171|DLY|DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest
1733|911|DMAC|DiaMedica Therapeutics Inc. - Common Stock
1734|1172|DMB|BNY Mellon Municipal Bond Infrastructure Fund, Inc. Common Stock
1735|912|DMLP|Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests
1736|1175|DMO|Western Asset Mortgage Opportunity Fund Inc. Common Stock
1737|913|DMPI|DelMar Pharmaceuticals, Inc. - Common Stock
1738|914|DMRC|Digimarc Corporation - Common Stock
1739|915|DMTK|DermTech, Inc. - Common Stock
1740|1181|DMYT=|dMY Technology Group, Inc. Units, each consisting of one share of Class A Common Stock and one-half of one redeemable Warrant
1741|1182|DNI|Dividend and Income Fund Common Stock
1742|916|DNJR|Golden Bull Limited - Ordinary Share
1743|1183|DNK|Phoenix Tree Holdings Limited American Depositary Shares, each representing ten (10) Class A ordinary shares
1744|917|DNKN|Dunkin' Brands Group, Inc. - Common Stock
1745|918|DNLI|Denali Therapeutics Inc. - Common Stock
1746|1187|DNOW|NOW Inc. Common Stock
1747|1188|DNP|DNP Select Income Fund, Inc. Common Stock
1748|1189|DNR|Denbury Resources Inc. Common Stock
1749|1190|DO|Diamond Offshore Drilling, Inc. Common Stock
1750|1191|DOC|Physicians Realty Trust Common Shares of Beneficial Interest
1751|919|DOCU|DocuSign, Inc. - Common Stock
1752|920|DOGZ|Dogness (International) Corporation - Class A Common Stock
1753|921|DOMO|Domo, Inc. - Class B Common Stock
1754|922|DOOO|BRP Inc. - Common Subordinate Voting Shares
1755|1197|DOOR|Masonite International Corporation Ordinary Shares (Canada)
1756|923|DORM|Dorman Products, Inc. - Common Stock
1757|1198|DOV|Dover Corporation Common Stock
1758|1199|DOW|Dow Inc. Common Stock 
1759|924|DOX|Amdocs Limited - Ordinary Shares
1760|925|DOYU|DouYu International Holdings Limited - American Depositary Shares
1761|1200|DPG|Duff & Phelps Utility and Infrastructure Fund Inc.
1762|926|DPHC|DiamondPeak Holdings Corp. - Class A Common Stock
1763|927|DPHCU|DiamondPeak Holdings Corp. - Units
1764|928|DPHCW|DiamondPeak Holdings Corp. - Warrant
1765|1204|DPZ|Domino's Pizza Inc Common Stock
1766|1205|DQ|DAQO New Energy Corp. American Depositary Shares, each representing five ordinary shares
1767|929|DRAD|Digirad Corporation - Common Stock
1768|930|DRADP|Digirad Corporation - Series A Cumulative Perpetual Preferred Stock
1769|1206|DRD|DRDGOLD Limited American Depositary Shares
1770|1207|DRE|Duke Realty Corporation Common Stock
1771|1208|DRH|Diamondrock Hospitality Company Common Stock
1772|1209|DRI|Darden Restaurants, Inc. Common Stock
1773|931|DRIO|DarioHealth Corp. - Common Stock
1774|932|DRIOW|DarioHealth Corp. - Warrant
1775|933|DRIV|Global X Autonomous & Electric Vehicles ETF
1776|934|DRNA|Dicerna Pharmaceuticals, Inc. - Common Stock
1777|1212|DRQ|Dril-Quip, Inc. Common Stock
1778|935|DRRX|DURECT Corporation - Common Stock
1779|936|DRTT|DIRTT Environmental Solutions Ltd. - Common Shares
1780|1215|DRUA|Dominion Energy, Inc. 2016 Series A 5.25% Enhanced Junior Subordinated Notes due 2076
1781|1218|DS|Drive Shack Inc.
1782|1219|DS-B|Drive Shack Inc. Preferred Series B
1783|1220|DS-C|Drive Shack Inc. Preferred Series C
1784|1221|DS-D|Drive Shack Inc. Pfd Ser D
1785|1222|DSE|Duff & Phelps Select MLP and Midstream Energy Fund Inc.
1786|937|DSGX|The Descartes Systems Group Inc. - Common Stock
1787|938|DSKE|Daseke, Inc. - Common Stock
1788|939|DSKEW|Daseke, Inc. - Warrant
1789|1224|DSL|DoubleLine Income Solutions Fund Common Shares of Beneficial Interests
1790|940|DSLV|Credit Suisse AG - VelocityShares 3x Inverse Silver ETN
1791|1225|DSM|BNY Mellon Strategic Municipal Bond Fund, Inc. Common Stock
1792|941|DSPG|DSP Group, Inc. - Common Stock
1793|1227|DSSI|Diamond S Shipping Inc. Common Stock 
1794|1229|DSU|Blackrock Debt Strategies Fund, Inc. Common Stock
1795|942|DSWL|Deswell Industries, Inc. - Common Shares
1796|1230|DSX|Diana Shipping inc. common stock
1797|1231|DSX-B|Diana Shipping Inc. Perpetual Preferred Shares Series B (Marshall Islands)
1798|1232|DT|Dynatrace, Inc. Common Stock
1799|1234|DTE|DTE Energy Company Common Stock
1800|943|DTEA|DAVIDsTEA Inc. - Common Stock
1801|1236|DTF|DTF Tax-Free Income, Inc. Common Stock
1802|944|DTIL|Precision BioSciences, Inc. - Common Stock
1803|1238|DTJ|DTE Energy Company 2016 Series B 5.375% Junior Subordinated Debentures due 2076
1804|1239|DTLA-|Brookfield DTLA Inc. 7.625% Series A Cumulative Redeemable Preferred Stock
1805|1242|DTP|DTE Energy Company 6.25% Corporate Units
1806|1243|DTQ|DTE Energy Company 2012 Series C 5.25% Junior Subordinate Debentures due December 1, 2062
1807|945|DTSS|Datasea Inc. - Common Stock
1808|1246|DTW|DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077
1809|1247|DTY|DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076
1810|1250|DUC|Duff & Phelps Utility & Corporate Bond Trust, Inc. Common Stock
1811|1252|DUK|Duke Energy Corporation (Holding Company) Common Stock
1812|1253|DUK-A|Duke Energy Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock
1813|1254|DUKB|Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078
1814|1255|DUKH|Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073
1815|946|DUO|Fangdd Network Group Ltd. - American Depositary Shares
1816|947|DUOT|Duos Technologies Group, Inc. - Common Stock
1817|948|DUSA|Davis Select U.S. Equity ETF
1818|1259|DVA|DaVita Inc. Common Stock
1819|949|DVAX|Dynavax Technologies Corporation - Common Stock
1820|1260|DVD|Dover Motorsports, Inc. Common Stock
1821|950|DVLU|First Trust Dorsey Wright Momentum & Value ETF
1822|1263|DVN|Devon Energy Corporation Common Stock
1823|951|DVOL|First Trust Dorsey Wright Momentum & Low Volatility ETF
1824|952|DVY|iShares Select Dividend ETF
1825|953|DWAS|Invesco DWA SmallCap Momentum ETF
1826|954|DWAT|Arrow DWA Tactical ETF
1827|955|DWAW|AdvisorShares Dorsey Wright FSM All Cap World ETF
1828|956|DWCR|Arrow DWA Country Rotation ETF
1829|957|DWEQ|AdvisorShares Dorsey Wright Alpha Equal Weight ETF
1830|958|DWFI|SPDR Dorsey Wright Fixed Income Allocation ETF
1831|959|DWLD|Davis Select Worldwide ETF
1832|960|DWMC|AdvisorShares Dorsey Wright Micro-Cap ETF
1833|961|DWPP|First Trust Dorsey Wright People's Portfolio ETF
1834|962|DWSH|AdvisorShares Dorsey Wright Short ETF
1835|963|DWSN|Dawson Geophysical Company - Common Stock
1836|964|DWUS|AdvisorShares Dorsey Wright FSM US Core ETF
1837|1273|DX|Dynex Capital, Inc. Common Stock
1838|1274|DX-A*|Dynex Capital, Inc. Preferred Stock Series A
1839|1275|DX-B|Dynex Capital, Inc. Preferred Series B
1840|1276|DX-C|Dynex Capital, Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock
1841|1277|DXB|Deutsche Bk Contingent Cap TR II Tr Pfd Sec
1842|1278|DXC|DXC Technology Company Common Stock 
1843|965|DXCM|DexCom, Inc. - Common Stock
1844|966|DXGE|WisdomTree Germany Hedged Equity Fund
1845|967|DXJS|WisdomTree Japan Hedged SmallCap Equity Fund
1846|968|DXLG|Destination XL Group, Inc. - Common Stock
1847|969|DXPE|DXP Enterprises, Inc. - Common Stock
1848|970|DXYN|The Dixie Group, Inc. - Common Stock
1849|1283|DY|Dycom Industries, Inc. Common Stock
1850|971|DYAI|Dyadic International, Inc. - Common Stock
1851|972|DYNT|Dynatronics Corporation - Common Stock
1852|973|DZSI|DASAN Zhone Solutions, Inc. - Common Stock
1853|1288|E|ENI S.p.A. Common Stock
1854|974|EA|Electronic Arts Inc. - Common Stock
1855|1289|EAB|Entergy Arkansas, LLC First Mortgage Bonds, 4.90% Series Due December 1, 2052
1856|1291|EAE|Entergy Arkansas, LLC First Mortgage Bonds, 4.75% Series due June 1, 2063
1857|1292|EAF|GrafTech International Ltd. Common Stock
1858|1294|EAI|Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066
1859|1295|EARN|Ellington Residential Mortgage REIT Common Shares of Beneficial Interest
1860|975|EARS|Auris Medical Holding Ltd. - Common Shares
1861|976|EAST|Eastside Distilling, Inc. - Common Stock
1862|1298|EAT|Brinker International, Inc. Common Stock
1863|1299|EB|Eventbrite, Inc. Class A Common Stock
1864|977|EBAY|eBay Inc. - Common Stock
1865|978|EBAYL|eBay Inc. - 6.0% Notes Due 2056
1866|1300|EBF|Ennis, Inc. Common Stock
1867|979|EBIX|Ebix, Inc. - Common Stock
1868|980|EBIZ|Global X E-commerce ETF
1869|981|EBMT|Eagle Bancorp Montana, Inc. - Common Stock
